2022-10-03T20:06Z;02:46;00:40
2022-10-03T20:07Z;03:23;00:37
2022-10-03T20:08Z;04:01;00:38
2022-10-03T20:08Z;04:38;00:36
2022-10-03T20:09Z;05:15;00:37
2022-10-03T20:09Z;05:54;00:39
2022-10-03T20:10Z;06:32;00:38
2022-10-03T20:11Z;07:11;00:38
2022-10-03T20:11Z;07:48;00:37
2022-10-03T20:12Z;08:25;00:36
2022-10-03T20:13Z;09:02;00:36
2022-10-03T20:13Z;09:41;00:39
2022-10-03T20:14Z;10:21;00:40
2022-10-03T20:15Z;11:00;00:39
2022-10-03T20:15Z;11:40;00:39
2022-10-03T20:16Z;12:19;00:39
2022-10-03T20:17Z;12:59;00:39
2022-10-03T20:17Z;13:39;00:39
2022-10-03T20:18Z;14:16;00:37
2022-10-03T20:18Z;14:55;00:38
2022-10-03T20:19Z;15:35;00:39
2022-10-03T20:20Z;16:14;00:39
2022-10-03T20:21Z;16:56;00:41
2022-10-03T20:21Z;17:39;00:42
2022-10-03T20:22Z;18:18;00:39
2022-10-03T20:23Z;18:59;00:40
2022-10-03T20:23Z;19:38;00:39
2022-10-03T20:24Z;20:16;00:37
2022-10-03T20:24Z;20:53;00:37
2022-10-03T20:25Z;21:31;00:37
2022-10-03T20:26Z;22:10;00:38
2022-10-03T20:27Z;23:01;00:51
2022-10-03T20:27Z;23:20;00:19
